,Date,Fund,NAV,Units,Inv,Cur
999,12-2022,PPFAS_Long_Term_Equity_Fund,51.8258,48.236,2499.88,4144.61
1000,01-2023,PPFAS_Long_Term_Equity_Fund,50.9772,49.039,2499.88,4213.61
1001,01-2023,PPFAS_Long_Term_Equity_Fund,51.6338,193.662,9999.5,16640.14
1002,01-2023,PPFAS_Long_Term_Equity_Fund,51.731,48.325,2499.88,4152.26
1003,02-2023,PPFAS_Long_Term_Equity_Fund,52.6782,47.456,2499.88,4077.59
1004,02-2023,PPFAS_Long_Term_Equity_Fund,53.0012,188.666,9999.5,16210.86
1005,02-2023,PPFAS_Long_Term_Equity_Fund,52.5544,47.567,2499.88,4087.13
1006,03-2023,PPFAS_Long_Term_Equity_Fund,51.8989,48.168,2499.88,4138.77
1007,03-2023,PPFAS_Long_Term_Equity_Fund,52.1662,191.685,9999.5,16470.27
1008,03-2023,PPFAS_Long_Term_Equity_Fund,52.6068,47.52,2499.88,4083.09
1009,04-2023,PPFAS_Long_Term_Equity_Fund,54.1678,46.151,2499.88,3965.46
1010,04-2023,PPFAS_Long_Term_Equity_Fund,54.6034,183.13,9999.5,15735.19
1011,05-2023,PPFAS_Long_Term_Equity_Fund,56.6883,44.099,2499.88,3789.14
1012,05-2023,PPFAS_Long_Term_Equity_Fund,56.6606,176.481,9999.5,15163.88
1013,06-2023,PPFAS_Long_Term_Equity_Fund,58.5135,42.723,2499.88,3670.91
1014,06-2023,PPFAS_Long_Term_Equity_Fund,59.0057,169.467,9999.5,14561.21
1015,07-2023,PPFAS_Long_Term_Equity_Fund,59.8609,41.761,2499.88,3588.26
1016,07-2023,PPFAS_Long_Term_Equity_Fund,60.8153,164.424,9999.5,14127.9
1017,08-2023,PPFAS_Long_Term_Equity_Fund,60.9562,41.011,2499.88,3523.81
1018,08-2023,PPFAS_Long_Term_Equity_Fund,60.3775,165.616,9999.5,14230.32
1019,09-2023,PPFAS_Long_Term_Equity_Fund,63.8768,156.544,9999.5,13450.82
1020,10-2023,PPFAS_Long_Term_Equity_Fund,64.2079,155.736,9999.5,13381.4
1021,10-2023,PPFAS_Long_Term_Equity_Fund,61.5627,162.428,9999.5,13956.4
1022,11-2023,PPFAS_Long_Term_Equity_Fund,65.9372,151.652,9999.5,13030.49
1023,11-2023,PPFAS_Long_Term_Equity_Fund,66.6512,150.027,9999.5,12890.86
1024,12-2023,PPFAS_Long_Term_Equity_Fund,69.5862,143.699,9999.5,12347.14
1025,12-2023,PPFAS_Long_Term_Equity_Fund,69.8354,143.187,9999.5,12303.14
1026,01-2024,PPFAS_Long_Term_Equity_Fund,71.8577,139.157,9999.5,11956.87
1027,01-2024,PPFAS_Long_Term_Equity_Fund,71.2065,140.43,9999.5,12066.25
1028,02-2024,PPFAS_Long_Term_Equity_Fund,74.8005,133.682,9999.5,11486.44
1029,02-2024,PPFAS_Long_Term_Equity_Fund,75.0318,133.27,9999.5,11451.04
1030,03-2024,PPFAS_Long_Term_Equity_Fund,74.5943,134.052,9999.5,11518.23
1031,04-2024,PPFAS_Long_Term_Equity_Fund,77.4182,129.162,9999.5,11098.06
1032,05-2024,PPFAS_Long_Term_Equity_Fund,78.6572,127.128,9999.5,10923.3
1033,06-2024,PPFAS_Long_Term_Equity_Fund,81.7742,122.282,9999.5,10506.91
1034,07-2024,PPFAS_Long_Term_Equity_Fund,83.9784,89.304,7499.63,7673.32
1035,07-2024,PPFAS_Long_Term_Equity_Fund,83.7829,89.513,7499.63,7691.28
1036,07-2024,PPFAS_Long_Term_Equity_Fund,82.9565,120.539,9999.5,10357.14
1037,08-2024,PPFAS_Long_Term_Equity_Fund,82.1857,91.252,7499.63,7840.7
1038,08-2024,PPFAS_Long_Term_Equity_Fund,85.3124,87.908,7499.63,7553.37
1039,08-2024,PPFAS_Long_Term_Equity_Fund,85.7119,116.664,9999.5,10024.19
1040,09-2024,PPFAS_Long_Term_Equity_Fund,85.1393,88.087,7499.63,7568.75
1041,09-2024,PPFAS_Long_Term_Equity_Fund,88.969,84.295,7499.63,7242.93
1042,09-2024,PPFAS_Long_Term_Equity_Fund,89.1877,112.117,9999.5,9633.5
1043,10-2024,PPFAS_Long_Term_Equity_Fund,85.9761,87.229,7499.63,7495.03
1044,10-2024,PPFAS_Long_Term_Equity_Fund,87.3748,85.833,7499.63,7375.08
1045,10-2024,PPFAS_Long_Term_Equity_Fund,86.1527,116.067,9999.5,9972.89
1046,11-2024,PPFAS_Long_Term_Equity_Fund,87.0848,86.119,7499.63,7399.65
1047,11-2024,PPFAS_Long_Term_Equity_Fund,85.2303,87.993,7499.63,7560.68
1048,11-2024,PPFAS_Long_Term_Equity_Fund,86.9296,115.03,9999.5,9883.79
1049,12-2024,PPFAS_Long_Term_Equity_Fund,88.6888,84.561,7499.63,7265.79
1050,12-2024,PPFAS_Long_Term_Equity_Fund,86.8824,86.319,7499.63,7416.84
1051,12-2024,PPFAS_Long_Term_Equity_Fund,87.5536,114.21,9999.5,9813.33
1052,04-2017,HDFC_Liquid,3218.2095,31.073,100000.0,156009.98
1053,05-2017,HDFC_Liquid,3228.9588,-0.774,-2500.0,-3886.07
1054,05-2017,HDFC_Liquid,3234.6523,-0.773,-2500.0,-3881.05
1055,05-2017,HDFC_Liquid,3240.3466,-0.772,-2500.0,-3876.02
1056,06-2017,HDFC_Liquid,3246.6089,-0.77,-2500.0,-3865.98
1057,06-2017,HDFC_Liquid,3252.3665,-0.769,-2500.0,-3860.96
1058,06-2017,HDFC_Liquid,3259.1909,-0.767,-2500.0,-3850.92
1059,07-2017,HDFC_Liquid,3263.9173,-0.766,-2500.0,-3845.9
1060,07-2017,HDFC_Liquid,3270.9367,-0.764,-2500.0,-3835.86
1061,07-2017,HDFC_Liquid,3275.5592,-0.763,-2500.0,-3830.84
1062,08-2017,HDFC_Liquid,3282.893,-0.762,-2500.0,-3825.82
1063,08-2017,HDFC_Liquid,3287.9564,-0.76,-2500.0,-3815.78
1064,08-2017,HDFC_Liquid,3294.7585,-0.759,-2500.0,-3810.75
1065,09-2017,HDFC_Liquid,3299.3585,-0.758,-2500.0,-3805.73
1066,09-2017,HDFC_Liquid,3304.9751,-0.756,-2500.0,-3795.69
1067,09-2017,HDFC_Liquid,3310.627,-0.755,-2500.0,-3790.67
1068,10-2017,HDFC_Liquid,3316.3106,-0.754,-2500.0,-3785.65
1069,10-2017,HDFC_Liquid,3322.5591,-0.752,-2500.0,-3775.61
1070,10-2017,HDFC_Liquid,3327.6302,-0.751,-2500.0,-3770.59
1071,11-2017,HDFC_Liquid,3334.4337,-0.75,-2500.0,-3765.57
1072,11-2017,HDFC_Liquid,3339.5504,-0.749,-2500.0,-3760.55
1073,11-2017,HDFC_Liquid,3346.426,-0.747,-2500.0,-3750.51
1074,12-2017,HDFC_Liquid,3351.0139,-0.746,-2500.0,-3745.48
1075,12-2017,HDFC_Liquid,3356.7361,-0.745,-2500.0,-3740.46
1076,12-2017,HDFC_Liquid,3363.0178,-0.743,-2500.0,-3730.42
1077,01-2018,HDFC_Liquid,3369.0222,-0.742,-2500.0,-3725.4
1078,01-2018,HDFC_Liquid,3374.9364,-0.741,-2500.0,-3720.38
1079,01-2018,HDFC_Liquid,3380.8752,-0.739,-2500.0,-3710.34
1080,02-2018,HDFC_Liquid,3387.5389,-0.738,-2500.0,-3705.32
1081,02-2018,HDFC_Liquid,3393.6336,-0.737,-2500.0,-3700.3
1082,02-2018,HDFC_Liquid,3400.3311,-0.735,-2500.0,-3690.26
1083,03-2018,HDFC_Liquid,3404.7506,-0.734,-2500.0,-3685.24
1084,03-2018,HDFC_Liquid,3411.6444,-0.733,-2500.0,-3680.21
1085,03-2018,HDFC_Liquid,3418.5818,-0.731,-2500.0,-3670.17
1086,04-2018,HDFC_Liquid,3427.3779,-0.729,-2500.0,-3660.13
1087,04-2018,HDFC_Liquid,3434.3746,-0.728,-2500.0,-3655.11
1088,04-2018,HDFC_Liquid,3439.8214,-0.727,-2500.0,-3650.09
1089,05-2018,HDFC_Liquid,3447.4085,-0.725,-2500.0,-3640.05
1090,05-2018,HDFC_Liquid,3452.2789,-0.724,-2500.0,-3635.03
1091,05-2018,HDFC_Liquid,3458.4681,-0.723,-2500.0,-3630.01
1092,06-2018,HDFC_Liquid,3480.1615,-0.718,-2500.0,-3604.9
1093,07-2018,HDFC_Liquid,3500.938,-0.714,-2500.0,-3584.82
1094,08-2018,HDFC_Liquid,3522.9592,-0.45,-1585.33,-2259.34
1095,08-2017,Indiabulls_Liquid,1628.9181,61.39,100000.0,152083.91
1096,02-2024,ICICI_Prudential_Focused_Equity,80.38,62.201,4999.75,5795.89
1097,03-2024,ICICI_Prudential_Focused_Equity,81.1,61.649,4999.75,5744.45
1098,04-2024,ICICI_Prudential_Focused_Equity,83.58,59.82,4999.75,5574.03
1099,05-2024,ICICI_Prudential_Focused_Equity,87.64,57.049,4999.75,5315.83
1100,06-2024,ICICI_Prudential_Focused_Equity,92.92,53.807,4999.75,5013.74
1101,07-2024,ICICI_Prudential_Focused_Equity,97.49,51.285,4999.75,4778.74
1102,08-2024,ICICI_Prudential_Focused_Equity,98.16,50.935,4999.75,4746.12
1103,09-2024,ICICI_Prudential_Focused_Equity,103.34,48.382,4999.75,4508.23
1104,10-2024,ICICI_Prudential_Focused_Equity,101.78,49.123,4999.75,4577.28
1105,11-2024,ICICI_Prudential_Focused_Equity,94.86,52.707,4999.75,4911.24
1106,12-2024,ICICI_Prudential_Focused_Equity,99.21,50.396,4999.75,4695.9
1107,07-2016,Mirae_Asset_Emerging_Bluechip,36.079,41.575,1500.0,6516.67
1108,08-2016,Mirae_Asset_Emerging_Bluechip,37.985,39.489,1500.0,6189.7
1109,09-2016,Mirae_Asset_Emerging_Bluechip,39.049,38.413,1500.0,6021.05
1110,05-2017,Mirae_Asset_Emerging_Bluechip,47.228,21.174,1000.0,3318.92
1111,06-2017,Mirae_Asset_Emerging_Bluechip,48.071,20.803,1000.0,3260.77
1112,06-2017,Mirae_Asset_Emerging_Bluechip,48.1,20.79,1000.0,3258.73
1113,06-2017,Mirae_Asset_Emerging_Bluechip,48.057,20.809,1000.0,3261.71
1114,06-2017,Mirae_Asset_Emerging_Bluechip,47.005,31.911,1500.0,5001.89
1115,06-2017,Mirae_Asset_Emerging_Bluechip,47.005,21.274,1000.0,3334.59
1116,06-2017,Mirae_Asset_Emerging_Bluechip,47.005,31.911,1500.0,5001.89
1117,06-2017,Mirae_Asset_Emerging_Bluechip,47.005,-31.911,-1500.0,-5001.89
1118,07-2017,Mirae_Asset_Emerging_Bluechip,47.969,52.117,2500.0,8169.08
1119,07-2017,Mirae_Asset_Emerging_Bluechip,48.355,20.68,1000.0,3241.49
1120,07-2017,Mirae_Asset_Emerging_Bluechip,48.831,20.479,1000.0,3209.98
1121,07-2017,Mirae_Asset_Emerging_Bluechip,49.237,20.31,1000.0,3183.49
1122,07-2017,Mirae_Asset_Emerging_Bluechip,49.051,50.967,2500.0,7988.82
1123,07-2017,Mirae_Asset_Emerging_Bluechip,49.417,20.236,1000.0,3171.89
1124,08-2017,Mirae_Asset_Emerging_Bluechip,49.641,50.362,2500.0,7893.99
1125,08-2017,Mirae_Asset_Emerging_Bluechip,49.602,20.16,1000.0,3159.98
1126,08-2017,Mirae_Asset_Emerging_Bluechip,48.534,20.604,1000.0,3229.57
1127,08-2017,Mirae_Asset_Emerging_Bluechip,48.714,20.528,1000.0,3217.66
1128,08-2017,Mirae_Asset_Emerging_Bluechip,47.979,52.106,2500.0,8167.35
1129,08-2017,Mirae_Asset_Emerging_Bluechip,48.266,20.719,1000.0,3247.6
1130,08-2017,Mirae_Asset_Emerging_Bluechip,48.721,20.525,1000.0,3217.19
1131,09-2017,Mirae_Asset_Emerging_Bluechip,49.515,50.49,2500.0,7914.06
1132,09-2017,Mirae_Asset_Emerging_Bluechip,49.624,20.152,1000.0,3158.73
1133,09-2017,Mirae_Asset_Emerging_Bluechip,50.557,19.78,1000.0,3100.42
1134,09-2017,Mirae_Asset_Emerging_Bluechip,51.18,19.539,1000.0,3062.64
1135,09-2017,Mirae_Asset_Emerging_Bluechip,51.1,48.924,2500.0,7668.59
1136,09-2017,Mirae_Asset_Emerging_Bluechip,48.499,20.619,1000.0,3231.93
1137,10-2017,Mirae_Asset_Emerging_Bluechip,49.576,50.428,2500.0,7904.34
1138,10-2017,Mirae_Asset_Emerging_Bluechip,49.943,20.023,1000.0,3138.51
1139,10-2017,Mirae_Asset_Emerging_Bluechip,50.813,19.68,1000.0,3084.74
1140,10-2017,Mirae_Asset_Emerging_Bluechip,51.506,48.538,2500.0,7608.09
1141,10-2017,Mirae_Asset_Emerging_Bluechip,51.506,19.415,1000.0,3043.2
1142,10-2017,Mirae_Asset_Emerging_Bluechip,51.525,19.408,1000.0,3042.11
1143,11-2017,Mirae_Asset_Emerging_Bluechip,52.714,18.97,1000.0,2973.45
1144,11-2017,Mirae_Asset_Emerging_Bluechip,52.714,47.426,2500.0,7433.79
1145,11-2017,Mirae_Asset_Emerging_Bluechip,51.799,19.305,1000.0,3025.96
1146,11-2017,Mirae_Asset_Emerging_Bluechip,51.524,19.408,1000.0,3042.11
1147,11-2017,Mirae_Asset_Emerging_Bluechip,53.026,47.147,2500.0,7390.06
1148,11-2017,Mirae_Asset_Emerging_Bluechip,53.178,18.805,1000.0,2947.59
1149,11-2017,Mirae_Asset_Emerging_Bluechip,53.638,18.643,1000.0,2922.2
1150,12-2017,Mirae_Asset_Emerging_Bluechip,52.811,47.339,2500.0,7420.15
1151,12-2017,Mirae_Asset_Emerging_Bluechip,52.263,19.134,1000.0,2999.16
1152,12-2017,Mirae_Asset_Emerging_Bluechip,52.941,18.889,1000.0,2960.76
1153,12-2017,Mirae_Asset_Emerging_Bluechip,54.653,18.297,1000.0,2867.96
1154,12-2017,Mirae_Asset_Emerging_Bluechip,55.021,45.437,2500.0,7122.02
1155,12-2017,Mirae_Asset_Emerging_Bluechip,55.309,18.08,1000.0,2833.95
1156,01-2018,Mirae_Asset_Emerging_Bluechip,55.367,45.153,2500.0,7077.51
1157,01-2018,Mirae_Asset_Emerging_Bluechip,55.284,18.088,1000.0,2835.2
1158,01-2018,Mirae_Asset_Emerging_Bluechip,56.636,17.657,1000.0,2767.65
1159,01-2018,Mirae_Asset_Emerging_Bluechip,56.241,17.781,1000.0,2787.08
1160,01-2018,Mirae_Asset_Emerging_Bluechip,56.131,44.539,2500.0,6981.27
1161,01-2018,Mirae_Asset_Emerging_Bluechip,56.299,17.762,1000.0,2784.1
1162,01-2018,Mirae_Asset_Emerging_Bluechip,54.687,18.286,1000.0,2866.24
1163,02-2018,Mirae_Asset_Emerging_Bluechip,54.748,45.664,2500.0,7157.6
1164,02-2018,Mirae_Asset_Emerging_Bluechip,51.52,19.41,1000.0,3042.42
1165,02-2018,Mirae_Asset_Emerging_Bluechip,52.739,18.961,1000.0,2972.04
1166,02-2018,Mirae_Asset_Emerging_Bluechip,51.362,19.47,1000.0,3051.83
1167,02-2018,Mirae_Asset_Emerging_Bluechip,51.362,48.674,2500.0,7629.41
1168,02-2018,Mirae_Asset_Emerging_Bluechip,52.326,19.111,1000.0,2995.55
1169,03-2018,Mirae_Asset_Emerging_Bluechip,52.056,48.025,2500.0,7527.68
1170,03-2018,Mirae_Asset_Emerging_Bluechip,50.325,19.871,1000.0,3114.68
1171,03-2018,Mirae_Asset_Emerging_Bluechip,51.305,19.491,1000.0,3055.12
1172,03-2018,Mirae_Asset_Emerging_Bluechip,49.98,50.02,2500.0,7840.38
1173,03-2018,Mirae_Asset_Emerging_Bluechip,49.98,20.008,1000.0,3136.15
1174,04-2018,Mirae_Asset_Emerging_Bluechip,50.684,49.325,2500.0,7731.45
1175,04-2018,Mirae_Asset_Emerging_Bluechip,50.684,19.73,1000.0,3092.58
1176,04-2018,Mirae_Asset_Emerging_Bluechip,50.568,19.775,1000.0,3099.63
1177,04-2018,Mirae_Asset_Emerging_Bluechip,52.023,19.222,1000.0,3012.95
1178,04-2018,Mirae_Asset_Emerging_Bluechip,52.236,19.144,1000.0,3000.73
1179,04-2018,Mirae_Asset_Emerging_Bluechip,52.531,47.591,2500.0,7459.65
1180,04-2018,Mirae_Asset_Emerging_Bluechip,52.194,19.159,1000.0,3003.08
1181,05-2018,Mirae_Asset_Emerging_Bluechip,52.908,18.901,1000.0,2962.64
1182,05-2018,Mirae_Asset_Emerging_Bluechip,52.908,47.252,2500.0,7406.51
1183,05-2018,Mirae_Asset_Emerging_Bluechip,53.06,18.847,1000.0,2954.17
1184,05-2018,Mirae_Asset_Emerging_Bluechip,51.921,19.26,1000.0,3018.91
1185,05-2018,Mirae_Asset_Emerging_Bluechip,50.644,49.364,2500.0,7737.56
1186,05-2018,Mirae_Asset_Emerging_Bluechip,50.462,19.817,1000.0,3106.22
1187,05-2018,Mirae_Asset_Emerging_Bluechip,51.674,19.352,1000.0,3033.33
1188,06-2018,Mirae_Asset_Emerging_Bluechip,51.348,48.687,2500.0,7631.44
1189,06-2018,Mirae_Asset_Emerging_Bluechip,50.922,19.638,1000.0,3078.16
1190,06-2018,Mirae_Asset_Emerging_Bluechip,51.815,19.299,1000.0,3025.02
1191,06-2018,Mirae_Asset_Emerging_Bluechip,51.282,19.5,1000.0,3056.53
1192,06-2018,Mirae_Asset_Emerging_Bluechip,51.053,48.969,2500.0,7675.65
1193,06-2018,Mirae_Asset_Emerging_Bluechip,49.995,20.002,1000.0,3135.21
1194,07-2018,Mirae_Asset_Emerging_Bluechip,49.855,50.145,2500.0,7859.98
1195,07-2018,Mirae_Asset_Emerging_Bluechip,50.284,19.887,1000.0,3117.19
1196,07-2018,Mirae_Asset_Emerging_Bluechip,50.979,19.616,1000.0,3074.71
1197,07-2018,Mirae_Asset_Emerging_Bluechip,50.155,19.938,1000.0,3125.18
1198,07-2018,Mirae_Asset_Emerging_Bluechip,50.724,49.286,2500.0,7725.33
1199,07-2018,Mirae_Asset_Emerging_Bluechip,51.326,19.483,1000.0,3053.86
1200,08-2018,Mirae_Asset_Emerging_Bluechip,52.683,18.981,1000.0,2975.18
1201,08-2018,Mirae_Asset_Emerging_Bluechip,52.683,47.454,2500.0,7438.18
1202,08-2018,Mirae_Asset_Emerging_Bluechip,53.812,18.583,1000.0,2912.79
1203,08-2018,Mirae_Asset_Emerging_Bluechip,54.744,18.267,1000.0,2863.26
1204,08-2018,Mirae_Asset_Emerging_Bluechip,54.771,45.645,2500.0,7154.63
1205,08-2018,Mirae_Asset_Emerging_Bluechip,54.7,18.282,1000.0,2865.61
1206,08-2018,Mirae_Asset_Emerging_Bluechip,55.358,18.064,1000.0,2831.44
1207,09-2018,Mirae_Asset_Emerging_Bluechip,55.152,45.329,2500.0,7105.09
1208,09-2018,Mirae_Asset_Emerging_Bluechip,54.097,18.485,1000.0,2897.43
1209,09-2018,Mirae_Asset_Emerging_Bluechip,54.344,18.401,1000.0,2884.26
1210,09-2018,Mirae_Asset_Emerging_Bluechip,52.461,47.654,2500.0,7469.53
1211,09-2018,Mirae_Asset_Emerging_Bluechip,52.461,19.062,1000.0,2987.87
1212,09-2018,Mirae_Asset_Emerging_Bluechip,51.846,19.288,1000.0,3023.3
1213,10-2018,Mirae_Asset_Emerging_Bluechip,50.457,49.547,2500.0,7766.24
1214,10-2018,Mirae_Asset_Emerging_Bluechip,50.0,20.0,1000.0,3134.9
1215,10-2018,Mirae_Asset_Emerging_Bluechip,49.191,20.329,1000.0,3186.47
1216,10-2018,Mirae_Asset_Emerging_Bluechip,49.236,20.31,1000.0,3183.49
1217,10-2018,Mirae_Asset_Emerging_Bluechip,48.694,51.341,2500.0,8047.45
1218,10-2018,Mirae_Asset_Emerging_Bluechip,48.681,20.542,1000.0,3219.86
1219,10-2018,Mirae_Asset_Emerging_Bluechip,50.324,19.871,1000.0,3114.68
1220,11-2018,Mirae_Asset_Emerging_Bluechip,50.567,49.439,2500.0,7749.32
1221,11-2018,Mirae_Asset_Emerging_Bluechip,50.754,19.703,1000.0,3088.35
1222,11-2018,Mirae_Asset_Emerging_Bluechip,51.225,19.522,1000.0,3059.98
1223,11-2018,Mirae_Asset_Emerging_Bluechip,51.527,48.518,2500.0,7604.95
1224,11-2018,Mirae_Asset_Emerging_Bluechip,51.439,19.441,1000.0,3047.28
1225,11-2018,Mirae_Asset_Emerging_Bluechip,51.494,19.42,1000.0,3043.99
1226,12-2018,Mirae_Asset_Emerging_Bluechip,52.355,47.751,2500.0,7484.73
1227,12-2018,Mirae_Asset_Emerging_Bluechip,51.774,19.315,1000.0,3027.53
1228,12-2018,Mirae_Asset_Emerging_Bluechip,52.176,19.166,1000.0,3004.17
1229,12-2018,Mirae_Asset_Emerging_Bluechip,53.525,18.683,1000.0,2928.47
1230,12-2018,Mirae_Asset_Emerging_Bluechip,52.709,47.43,2500.0,7434.42
1231,12-2018,Mirae_Asset_Emerging_Bluechip,52.303,19.119,1000.0,2996.81
1232,01-2019,Mirae_Asset_Emerging_Bluechip,53.034,47.14,2500.0,7388.96
1233,01-2019,Mirae_Asset_Emerging_Bluechip,52.389,19.088,1000.0,2991.95
1234,01-2019,Mirae_Asset_Emerging_Bluechip,52.873,18.913,1000.0,2964.52
1235,01-2019,Mirae_Asset_Emerging_Bluechip,52.885,18.909,1000.0,2963.89
1236,01-2019,Mirae_Asset_Emerging_Bluechip,52.543,47.58,2500.0,7457.93
1237,01-2019,Mirae_Asset_Emerging_Bluechip,52.597,19.012,1000.0,2980.04
1238,01-2019,Mirae_Asset_Emerging_Bluechip,51.688,19.347,1000.0,3032.55
1239,02-2019,Mirae_Asset_Emerging_Bluechip,52.307,47.795,2500.0,7491.63
1240,02-2019,Mirae_Asset_Emerging_Bluechip,52.36,19.099,1000.0,2993.67
1241,02-2019,Mirae_Asset_Emerging_Bluechip,51.215,19.526,1000.0,3060.6
1242,02-2019,Mirae_Asset_Emerging_Bluechip,51.032,19.596,1000.0,3071.58
1243,02-2019,Mirae_Asset_Emerging_Bluechip,51.271,48.761,2500.0,7643.04
1244,02-2019,Mirae_Asset_Emerging_Bluechip,51.715,19.337,1000.0,3030.98
1245,03-2019,Mirae_Asset_Emerging_Bluechip,52.416,47.695,2500.0,7475.95
1246,03-2019,Mirae_Asset_Emerging_Bluechip,53.648,18.64,1000.0,2921.73
1247,03-2019,Mirae_Asset_Emerging_Bluechip,55.049,18.166,1000.0,2847.43
1248,03-2019,Mirae_Asset_Emerging_Bluechip,55.389,18.054,1000.0,2829.87
1249,03-2019,Mirae_Asset_Emerging_Bluechip,55.389,45.135,2500.0,7074.69
1250,03-2019,Mirae_Asset_Emerging_Bluechip,55.514,18.013,1000.0,2823.45
1251,04-2019,Mirae_Asset_Emerging_Bluechip,56.554,44.206,2500.0,6929.07
1252,04-2019,Mirae_Asset_Emerging_Bluechip,56.147,17.81,1000.0,2791.63
1253,04-2019,Mirae_Asset_Emerging_Bluechip,56.077,17.833,1000.0,2795.23
1254,04-2019,Mirae_Asset_Emerging_Bluechip,55.946,44.686,2500.0,7004.31
1255,04-2019,Mirae_Asset_Emerging_Bluechip,55.946,17.874,1000.0,2801.66
1256,04-2019,Mirae_Asset_Emerging_Bluechip,56.39,17.734,1000.0,2779.72
1257,05-2019,Mirae_Asset_Emerging_Bluechip,56.011,17.854,1000.0,2798.53
1258,05-2019,Mirae_Asset_Emerging_Bluechip,56.011,44.634,2500.0,6996.16
1259,05-2019,Mirae_Asset_Emerging_Bluechip,54.258,18.43,1000.0,2888.81
1260,05-2019,Mirae_Asset_Emerging_Bluechip,53.09,18.836,1000.0,2952.45
1261,05-2019,Mirae_Asset_Emerging_Bluechip,55.554,45.001,2500.0,7053.68
1262,05-2019,Mirae_Asset_Emerging_Bluechip,55.835,17.91,1000.0,2807.3
1263,05-2019,Mirae_Asset_Emerging_Bluechip,57.38,17.428,1000.0,2731.75
1264,06-2019,Mirae_Asset_Emerging_Bluechip,58.418,42.795,2500.0,6707.9
1265,06-2019,Mirae_Asset_Emerging_Bluechip,57.417,17.416,1000.0,2729.87
1266,06-2019,Mirae_Asset_Emerging_Bluechip,57.689,31.618,1823.99,4955.96
1267,06-2019,Mirae_Asset_Emerging_Bluechip,56.936,43.909,2500.0,6882.52
1268,07-2019,Mirae_Asset_Emerging_Bluechip,57.657,43.36,2500.0,6796.46
1269,07-2019,Mirae_Asset_Emerging_Bluechip,55.298,45.21,2500.0,7086.44
1270,07-2019,Mirae_Asset_Emerging_Bluechip,55.298,-45.21,-2500.0,-7086.44
1271,08-2019,Mirae_Asset_Emerging_Bluechip,53.93,46.356,2500.0,7266.07
1272,08-2019,Mirae_Asset_Emerging_Bluechip,53.875,46.404,2500.0,7273.59
1273,09-2019,Mirae_Asset_Emerging_Bluechip,53.71,46.546,2500.0,7295.85
1274,09-2019,Mirae_Asset_Emerging_Bluechip,57.826,43.233,2500.0,6776.56
1275,10-2019,Mirae_Asset_Emerging_Bluechip,55.905,44.719,2500.0,7009.48
1276,10-2019,Mirae_Asset_Emerging_Bluechip,57.607,43.398,2500.0,6802.42
1277,11-2019,Mirae_Asset_Emerging_Bluechip,59.663,41.902,2500.0,6567.93
1278,11-2019,Mirae_Asset_Emerging_Bluechip,60.045,41.635,2500.0,6526.08
1279,12-2019,Mirae_Asset_Emerging_Bluechip,60.667,41.209,2500.0,6459.3
1280,12-2019,Mirae_Asset_Emerging_Bluechip,61.033,40.961,2500.0,6420.43
1281,01-2020,Mirae_Asset_Emerging_Bluechip,61.631,40.564,2500.0,6358.2
1282,01-2020,Mirae_Asset_Emerging_Bluechip,62.815,39.799,2500.0,6238.29
1283,02-2020,Mirae_Asset_Emerging_Bluechip,60.836,41.094,2500.0,6441.28
1284,02-2020,Mirae_Asset_Emerging_Bluechip,62.732,39.852,2500.0,6246.6
1285,03-2020,Mirae_Asset_Emerging_Bluechip,59.256,42.19,2500.0,6613.07
1286,03-2020,Mirae_Asset_Emerging_Bluechip,55.596,53.961,3000.0,8458.12
1287,03-2020,Mirae_Asset_Emerging_Bluechip,40.214,62.167,2500.0,9744.37
1288,04-2020,Mirae_Asset_Emerging_Bluechip,43.895,56.954,2500.0,8927.25
1289,04-2020,Mirae_Asset_Emerging_Bluechip,47.771,62.8,3000.0,9843.59
1290,04-2020,Mirae_Asset_Emerging_Bluechip,50.088,249.561,12500.0,39117.44
1291,04-2020,Mirae_Asset_Emerging_Bluechip,48.398,51.655,2500.0,8096.66
1292,05-2020,Mirae_Asset_Emerging_Bluechip,49.563,50.441,2500.0,7906.37
1293,05-2020,Mirae_Asset_Emerging_Bluechip,49.563,252.204,12500.0,39531.72
1294,05-2020,Mirae_Asset_Emerging_Bluechip,49.091,61.111,3000.0,9578.84
1295,05-2020,Mirae_Asset_Emerging_Bluechip,47.221,264.713,12500.0,41492.44
1296,05-2020,Mirae_Asset_Emerging_Bluechip,48.284,51.777,2500.0,8115.79
1297,06-2020,Mirae_Asset_Emerging_Bluechip,51.764,48.296,2500.0,7570.16
1298,06-2020,Mirae_Asset_Emerging_Bluechip,52.505,238.073,12500.0,37316.75
1299,06-2020,Mirae_Asset_Emerging_Bluechip,53.535,56.038,3000.0,8783.68
1300,06-2020,Mirae_Asset_Emerging_Bluechip,53.688,232.827,12500.0,36494.47
1301,06-2020,Mirae_Asset_Emerging_Bluechip,55.289,45.217,2500.0,7087.54
1302,07-2020,Mirae_Asset_Emerging_Bluechip,55.797,44.803,2499.88,7022.65
1303,07-2020,Mirae_Asset_Emerging_Bluechip,56.827,219.955,12499.38,34476.85
1304,07-2020,Mirae_Asset_Emerging_Bluechip,57.727,51.966,2999.85,8145.41
1305,07-2020,Mirae_Asset_Emerging_Bluechip,58.588,213.344,12499.38,33440.61
1306,07-2020,Mirae_Asset_Emerging_Bluechip,59.018,42.358,2499.88,6639.4
