,Date,Fund,NAV,Units,Inv,Cur
1542,09-2023,SBI_Healthcare_Opportunities_Fund,309.2543,3.233,999.95,1546.75
1543,09-2023,SBI_Healthcare_Opportunities_Fund,313.9899,3.185,999.95,1523.78
1544,09-2023,SBI_Healthcare_Opportunities_Fund,315.814,3.166,999.95,1514.69
1545,09-2023,SBI_Healthcare_Opportunities_Fund,309.8726,3.227,999.95,1543.88
1546,10-2023,SBI_Healthcare_Opportunities_Fund,315.6407,3.168,999.95,1515.65
1547,10-2023,SBI_Healthcare_Opportunities_Fund,310.7326,3.218,999.95,1539.57
1548,10-2023,SBI_Healthcare_Opportunities_Fund,311.6577,3.208,999.95,1534.79
1549,10-2023,SBI_Healthcare_Opportunities_Fund,301.127,3.321,999.95,1588.85
1550,11-2023,SBI_Healthcare_Opportunities_Fund,305.3821,3.274,999.95,1566.36
1551,11-2023,SBI_Healthcare_Opportunities_Fund,309.1736,16.171,4999.75,7736.62
1552,11-2023,SBI_Healthcare_Opportunities_Fund,316.1306,3.163,999.95,1513.26
1553,11-2023,SBI_Healthcare_Opportunities_Fund,318.5475,3.139,999.95,1501.78
1554,11-2023,SBI_Healthcare_Opportunities_Fund,325.1623,3.075,999.95,1471.16
1555,12-2023,SBI_Healthcare_Opportunities_Fund,331.7623,3.014,999.95,1441.97
1556,12-2023,SBI_Healthcare_Opportunities_Fund,333.8075,14.978,4999.75,7165.86
1557,12-2023,SBI_Healthcare_Opportunities_Fund,330.1217,3.029,999.95,1449.15
1558,12-2023,SBI_Healthcare_Opportunities_Fund,334.9434,2.985,999.95,1428.1
1559,12-2023,SBI_Healthcare_Opportunities_Fund,339.156,2.948,999.95,1410.4
1560,01-2024,SBI_Healthcare_Opportunities_Fund,346.6968,2.884,999.95,1379.78
1561,01-2024,SBI_Healthcare_Opportunities_Fund,358.102,13.962,4999.75,6679.78
1562,01-2024,SBI_Healthcare_Opportunities_Fund,357.7608,2.795,999.95,1337.2
1563,01-2024,SBI_Healthcare_Opportunities_Fund,360.1361,2.777,999.95,1328.59
1564,01-2024,SBI_Healthcare_Opportunities_Fund,362.1394,2.761,999.95,1320.93
1565,02-2024,SBI_Healthcare_Opportunities_Fund,367.0979,2.724,999.95,1303.23
1566,02-2024,SBI_Healthcare_Opportunities_Fund,371.8892,13.444,4999.75,6431.95
1567,02-2024,SBI_Healthcare_Opportunities_Fund,381.6176,2.62,999.95,1253.47
1568,02-2024,SBI_Healthcare_Opportunities_Fund,390.0614,2.564,999.95,1226.68
1569,02-2024,SBI_Healthcare_Opportunities_Fund,393.8783,2.539,999.95,1214.72
1570,03-2024,SBI_Healthcare_Opportunities_Fund,379.3247,2.636,999.95,1261.13
1571,03-2024,SBI_Healthcare_Opportunities_Fund,378.4982,13.209,4999.75,6319.52
1572,03-2024,SBI_Healthcare_Opportunities_Fund,380.6216,2.627,999.95,1256.82
1573,03-2024,SBI_Healthcare_Opportunities_Fund,371.2265,2.694,999.95,1288.88
1574,03-2024,SBI_Healthcare_Opportunities_Fund,379.4157,2.635,999.95,1260.65
1575,04-2024,SBI_Healthcare_Opportunities_Fund,392.4201,2.548,999.95,1219.03
1576,04-2024,SBI_Healthcare_Opportunities_Fund,392.4201,12.741,4999.75,6095.62
1577,04-2024,SBI_Healthcare_Opportunities_Fund,395.5888,2.528,999.95,1209.46
1578,04-2024,SBI_Healthcare_Opportunities_Fund,388.0062,2.577,999.95,1232.9
1579,04-2024,SBI_Healthcare_Opportunities_Fund,385.2696,2.595,999.95,1241.51
1580,05-2024,SBI_Healthcare_Opportunities_Fund,391.3374,2.555,999.95,1222.38
1581,05-2024,SBI_Healthcare_Opportunities_Fund,395.8392,12.631,4999.75,6042.99
1582,05-2024,SBI_Healthcare_Opportunities_Fund,389.1468,2.57,999.95,1229.55
1583,05-2024,SBI_Healthcare_Opportunities_Fund,393.4981,2.541,999.95,1215.68
1584,05-2024,SBI_Healthcare_Opportunities_Fund,392.2258,2.549,999.95,1219.51
1585,06-2024,SBI_Healthcare_Opportunities_Fund,384.229,2.602,999.95,1244.86
1586,06-2024,SBI_Healthcare_Opportunities_Fund,379.211,13.185,4999.75,6308.04
1587,06-2024,SBI_Healthcare_Opportunities_Fund,398.2132,2.511,999.95,1201.33
1588,06-2024,SBI_Healthcare_Opportunities_Fund,406.4092,2.46,999.95,1176.93
1589,06-2024,SBI_Healthcare_Opportunities_Fund,401.472,2.491,999.95,1191.76
1590,07-2024,SBI_Healthcare_Opportunities_Fund,404.1702,2.474,999.95,1183.62
1591,07-2024,SBI_Healthcare_Opportunities_Fund,410.9479,12.166,4999.75,5820.52
1592,07-2024,SBI_Healthcare_Opportunities_Fund,415.5415,2.406,999.95,1151.09
1593,07-2024,SBI_Healthcare_Opportunities_Fund,417.8303,2.393,999.95,1144.87
1594,07-2024,SBI_Healthcare_Opportunities_Fund,414.6262,2.412,999.95,1153.96
1595,08-2024,SBI_Healthcare_Opportunities_Fund,433.9709,2.304,999.95,1102.29
1596,08-2024,SBI_Healthcare_Opportunities_Fund,429.6292,11.637,4999.75,5567.44
1597,08-2024,SBI_Healthcare_Opportunities_Fund,437.0429,2.288,999.95,1094.64
1598,08-2024,SBI_Healthcare_Opportunities_Fund,443.8114,2.253,999.95,1077.89
1599,08-2024,SBI_Healthcare_Opportunities_Fund,449.8352,2.223,999.95,1063.54
1600,09-2024,SBI_Healthcare_Opportunities_Fund,461.4837,2.167,999.95,1036.75
1601,09-2024,SBI_Healthcare_Opportunities_Fund,467.3147,10.699,4999.75,5118.67
1602,09-2024,SBI_Healthcare_Opportunities_Fund,474.107,2.109,999.95,1009.0
1603,09-2024,SBI_Healthcare_Opportunities_Fund,476.5812,2.098,999.95,1003.74
1604,09-2024,SBI_Healthcare_Opportunities_Fund,477.9707,2.092,999.95,1000.87
1605,10-2024,SBI_Healthcare_Opportunities_Fund,473.4271,2.112,999.95,1010.43
1606,10-2024,SBI_Healthcare_Opportunities_Fund,473.1095,10.568,4999.75,5056.0
1607,10-2024,SBI_Healthcare_Opportunities_Fund,475.3996,2.103,999.95,1006.13
1608,10-2024,SBI_Healthcare_Opportunities_Fund,482.621,2.072,999.95,991.3
1609,10-2024,SBI_Healthcare_Opportunities_Fund,466.5656,2.143,999.95,1025.27
1610,11-2024,SBI_Healthcare_Opportunities_Fund,483.0707,10.35,4999.75,4951.7
1611,11-2024,SBI_Healthcare_Opportunities_Fund,483.0707,2.07,999.95,990.34
1612,11-2024,SBI_Healthcare_Opportunities_Fund,484.2192,2.065,999.95,987.95
1613,11-2024,SBI_Healthcare_Opportunities_Fund,464.7917,2.151,999.95,1029.09
1614,11-2024,SBI_Healthcare_Opportunities_Fund,474.7602,2.106,999.95,1007.56
1615,12-2024,SBI_Healthcare_Opportunities_Fund,485.9275,2.058,999.95,984.6
1616,12-2024,SBI_Healthcare_Opportunities_Fund,490.6713,10.19,4999.75,4875.15
1617,12-2024,SBI_Healthcare_Opportunities_Fund,491.5542,2.034,999.95,973.12
1618,12-2024,SBI_Healthcare_Opportunities_Fund,485.88,2.058,999.95,984.6
1619,12-2024,SBI_Healthcare_Opportunities_Fund,485.3694,2.06,999.95,985.56
1620,01-2025,SBI_Healthcare_Opportunities_Fund,498.7577,2.005,999.95,959.24
1621,08-2017,Franklin_Templeton_India_Focused_Equity_Fund,38.0904,52.507,2000.0,5922.94
1622,09-2017,Franklin_Templeton_India_Focused_Equity_Fund,39.2894,50.904,2000.0,5742.11
1623,10-2017,Franklin_Templeton_India_Focused_Equity_Fund,39.1598,51.073,2000.0,5761.18
1624,11-2017,Franklin_Templeton_India_Focused_Equity_Fund,42.6514,46.892,2000.0,5289.55
1625,12-2017,Franklin_Templeton_India_Focused_Equity_Fund,43.6351,45.835,2000.0,5170.32
1626,01-2018,Franklin_Templeton_India_Focused_Equity_Fund,44.5968,44.846,2000.0,5058.75
1627,02-2018,Franklin_Templeton_India_Focused_Equity_Fund,41.3506,48.367,2000.0,5455.93
1628,03-2018,Franklin_Templeton_India_Focused_Equity_Fund,39.9166,50.104,2000.0,5651.87
1629,04-2018,Franklin_Templeton_India_Focused_Equity_Fund,40.2181,49.729,2000.0,5609.57
1630,05-2018,Franklin_Templeton_India_Focused_Equity_Fund,39.4915,50.644,2000.0,5712.79
1631,06-2018,Franklin_Templeton_India_Focused_Equity_Fund,40.4199,49.481,2000.0,5581.6
1632,07-2018,Franklin_Templeton_India_Focused_Equity_Fund,39.3703,50.8,2000.0,5730.38
1633,08-2018,Franklin_Templeton_India_Focused_Equity_Fund,42.3791,47.193,2000.0,5323.5
1634,09-2018,Franklin_Templeton_India_Focused_Equity_Fund,40.86,48.948,2000.0,5521.47
1635,10-2018,Franklin_Templeton_India_Focused_Equity_Fund,37.2218,53.732,2000.0,6061.12
1636,11-2018,Franklin_Templeton_India_Focused_Equity_Fund,39.882,50.148,2000.0,5656.83
1637,12-2018,Franklin_Templeton_India_Focused_Equity_Fund,40.885,48.918,2000.0,5518.09
1638,01-2019,Franklin_Templeton_India_Focused_Equity_Fund,40.9775,48.807,2000.0,5505.57
1639,02-2019,Franklin_Templeton_India_Focused_Equity_Fund,39.2672,50.933,2000.0,5745.39
1640,03-2019,Franklin_Templeton_India_Focused_Equity_Fund,43.4305,46.051,2000.0,5194.68
1641,04-2019,Franklin_Templeton_India_Focused_Equity_Fund,44.2689,45.178,2000.0,5096.2
1642,05-2019,Franklin_Templeton_India_Focused_Equity_Fund,44.7081,44.735,2000.0,5046.23
1643,06-2019,Franklin_Templeton_India_Focused_Equity_Fund,45.1084,44.338,2000.0,5001.45
1644,07-2019,Franklin_Templeton_India_Focused_Equity_Fund,44.1002,45.351,2000.0,5115.72
1645,08-2019,Franklin_Templeton_India_Focused_Equity_Fund,41.0802,48.685,2000.0,5491.8
1646,09-2019,Franklin_Templeton_India_Focused_Equity_Fund,42.5942,46.955,2000.0,5296.66
1647,10-2019,Franklin_Templeton_India_Focused_Equity_Fund,43.2803,46.21,2000.0,5212.62
1648,11-2019,Franklin_Templeton_India_Focused_Equity_Fund,45.3904,44.062,2000.0,4970.32
1649,12-2019,Franklin_Templeton_India_Focused_Equity_Fund,45.2737,44.176,2000.0,4983.18
1650,01-2020,Franklin_Templeton_India_Focused_Equity_Fund,45.8392,43.631,2000.0,4921.7
1651,02-2020,Franklin_Templeton_India_Focused_Equity_Fund,45.443,44.011,2000.0,4964.56
1652,02-2020,Franklin_Templeton_India_Focused_Equity_Fund,42.3745,117.995,5000.0,13310.17
1653,03-2020,Franklin_Templeton_India_Focused_Equity_Fund,32.8035,60.969,2000.0,6877.47
1654,04-2020,Franklin_Templeton_India_Focused_Equity_Fund,35.435,56.441,2000.0,6366.7
1655,05-2020,Franklin_Templeton_India_Focused_Equity_Fund,33.325,60.015,2000.0,6769.86
1656,06-2020,Franklin_Templeton_India_Focused_Equity_Fund,39.1864,51.038,2000.0,5757.23
1657,07-2020,Franklin_Templeton_India_Focused_Equity_Fund,39.4216,50.731,1999.9,5722.6
1658,08-2020,Franklin_Templeton_India_Focused_Equity_Fund,40.5373,49.335,1999.9,5565.13
1659,09-2020,Franklin_Templeton_India_Focused_Equity_Fund,38.6109,51.796,1999.9,5842.73
1660,10-2020,Franklin_Templeton_India_Focused_Equity_Fund,40.7649,49.059,1999.9,5533.99
1661,04-2021,Franklin_Templeton_India_Focused_Equity_Fund,56.3447,53.241,2999.85,6005.73
1662,02-2021,SBI_Liquid_Fund,3208.8131,15.581,49997.5,62308.13
1663,05-2021,SBI_Liquid_Fund,3231.1401,12.379,39998.0,49503.39
1664,05-2021,SBI_Liquid_Fund,3234.6371,-0.309,-1000.0,-1235.69
1665,05-2021,SBI_Liquid_Fund,3236.6263,-0.309,-1000.0,-1235.69
1666,06-2021,SBI_Liquid_Fund,3238.9833,-0.309,-1000.0,-1235.69
1667,06-2021,SBI_Liquid_Fund,3241.0407,-0.309,-1000.0,-1235.69
1668,06-2021,SBI_Liquid_Fund,3243.0466,-0.308,-1000.0,-1231.69
1669,06-2021,SBI_Liquid_Fund,3245.0957,-0.308,-1000.0,-1231.69
1670,07-2021,SBI_Liquid_Fund,3248.0108,-0.308,-1000.0,-1231.69
1671,07-2021,SBI_Liquid_Fund,3249.9325,-0.308,-1000.0,-1231.69
1672,07-2021,SBI_Liquid_Fund,3252.2375,-0.307,-1000.0,-1227.69
1673,07-2021,SBI_Liquid_Fund,3254.3654,-0.307,-1000.0,-1227.69
1674,08-2021,SBI_Liquid_Fund,3257.7036,-0.307,-1000.0,-1227.69
1675,08-2021,SBI_Liquid_Fund,3259.7903,-0.307,-1000.0,-1227.69
1676,08-2021,SBI_Liquid_Fund,3262.5764,-0.307,-1000.0,-1227.69
1677,08-2021,SBI_Liquid_Fund,3264.3893,-0.306,-1000.0,-1223.69
1678,09-2021,SBI_Liquid_Fund,3267.0834,-0.306,-1000.0,-1223.69
1679,09-2021,SBI_Liquid_Fund,3268.9905,-0.306,-1000.0,-1223.69
1680,09-2021,SBI_Liquid_Fund,3270.8771,-0.306,-1000.0,-1223.69
1681,09-2021,SBI_Liquid_Fund,3272.7166,-0.306,-1000.0,-1223.69
1682,10-2021,SBI_Liquid_Fund,3275.7557,-0.305,-1000.0,-1219.69
1683,10-2021,SBI_Liquid_Fund,3277.9392,-0.305,-1000.0,-1219.69
1684,10-2021,SBI_Liquid_Fund,3280.4745,-0.305,-1000.0,-1219.69
1685,10-2021,SBI_Liquid_Fund,3281.8723,-0.305,-1000.0,-1219.69
1686,11-2021,SBI_Liquid_Fund,3283.9292,-0.305,-1000.0,-1219.69
1687,11-2021,SBI_Liquid_Fund,3286.6938,-0.304,-1000.0,-1215.69
1688,11-2021,SBI_Liquid_Fund,3289.2012,-0.304,-1000.0,-1215.69
1689,11-2021,SBI_Liquid_Fund,3291.3514,-0.304,-1000.0,-1215.69
1690,12-2021,SBI_Liquid_Fund,3294.3131,-0.304,-1000.0,-1215.69
1691,12-2021,SBI_Liquid_Fund,3296.6034,-0.303,-1000.0,-1211.69
1692,12-2021,SBI_Liquid_Fund,3298.722,-0.303,-1000.0,-1211.69
1693,12-2021,SBI_Liquid_Fund,3300.7772,-0.303,-1000.0,-1211.69
1694,01-2022,SBI_Liquid_Fund,3304.9546,-0.303,-1000.0,-1211.69
1695,01-2022,SBI_Liquid_Fund,3307.1379,-0.302,-1000.0,-1207.69
1696,01-2022,SBI_Liquid_Fund,3309.4069,-0.302,-1000.0,-1207.69
1697,01-2022,SBI_Liquid_Fund,3311.1359,-0.302,-1000.0,-1207.69
1698,02-2022,SBI_Liquid_Fund,3313.5431,-0.302,-1000.0,-1207.69
1699,02-2022,SBI_Liquid_Fund,3315.6863,-0.302,-1000.0,-1207.69
1700,02-2022,SBI_Liquid_Fund,3318.3977,-0.301,-1000.0,-1203.69
1701,02-2022,SBI_Liquid_Fund,3320.6294,-0.301,-1000.0,-1203.69
1702,03-2022,SBI_Liquid_Fund,3323.1377,-0.301,-1000.0,-1203.69
1703,03-2022,SBI_Liquid_Fund,3324.9666,-0.301,-1000.0,-1203.69
1704,03-2022,SBI_Liquid_Fund,3327.4483,-0.301,-1000.0,-1203.69
1705,03-2022,SBI_Liquid_Fund,3329.7715,-0.3,-1000.0,-1199.69
1706,04-2022,SBI_Liquid_Fund,3334.6715,-0.3,-1000.0,-1199.69
1707,04-2022,SBI_Liquid_Fund,3336.2393,-0.3,-1000.0,-1199.69
1708,04-2022,SBI_Liquid_Fund,3338.9706,-0.299,-1000.0,-1195.7
1709,04-2022,SBI_Liquid_Fund,3341.1905,-0.299,-1000.0,-1195.7
1710,05-2022,SBI_Liquid_Fund,3343.9804,-0.299,-1000.0,-1195.7
1711,05-2022,SBI_Liquid_Fund,3344.1124,-0.299,-1000.0,-1195.7
1712,05-2022,SBI_Liquid_Fund,3347.3055,-0.299,-1000.0,-1195.7
1713,05-2022,SBI_Liquid_Fund,3349.8195,-0.299,-1000.0,-1195.7
1714,06-2022,SBI_Liquid_Fund,3353.5211,-0.298,-1000.0,-1191.7
1715,06-2022,SBI_Liquid_Fund,3356.3982,-0.298,-1000.0,-1191.7
1716,06-2022,SBI_Liquid_Fund,3359.44,-0.298,-1000.0,-1191.7
1717,06-2022,SBI_Liquid_Fund,3362.3869,-0.297,-1000.0,-1187.7
1718,07-2022,SBI_Liquid_Fund,3367.6116,-0.297,-1000.0,-1187.7
1719,07-2022,SBI_Liquid_Fund,3370.8939,-0.297,-1000.0,-1187.7
1720,07-2022,SBI_Liquid_Fund,3373.9143,-0.296,-1000.0,-1183.7
1721,07-2022,SBI_Liquid_Fund,3376.5133,-0.296,-1000.0,-1183.7
1722,08-2022,SBI_Liquid_Fund,3380.0536,-0.296,-1000.0,-1183.7
1723,08-2022,SBI_Liquid_Fund,3383.9615,-0.296,-1000.0,-1183.7
1724,08-2022,SBI_Liquid_Fund,3388.0447,-0.295,-1000.0,-1179.7
1725,08-2022,SBI_Liquid_Fund,3390.6815,-0.295,-1000.0,-1179.7
1726,09-2022,SBI_Liquid_Fund,3395.6133,-0.294,-1000.0,-1175.7
1727,09-2022,SBI_Liquid_Fund,3399.3999,-0.294,-1000.0,-1175.7
1728,09-2022,SBI_Liquid_Fund,3402.4266,-0.294,-1000.0,-1175.7
1729,09-2022,SBI_Liquid_Fund,3405.451,-0.294,-1000.0,-1175.7
1730,10-2022,SBI_Liquid_Fund,3411.983,-0.293,-1000.0,-1171.7
1731,10-2022,SBI_Liquid_Fund,3415.4157,-0.293,-1000.0,-1171.7
1732,10-2022,SBI_Liquid_Fund,3418.7651,-0.293,-1000.0,-1171.7
1733,10-2022,SBI_Liquid_Fund,3423.7319,-0.292,-1000.0,-1167.7
1734,11-2022,SBI_Liquid_Fund,3427.4051,-0.292,-1000.0,-1167.7
1735,11-2022,SBI_Liquid_Fund,3432.3922,-0.291,-1000.0,-1163.7
1736,11-2022,SBI_Liquid_Fund,3435.9797,-0.291,-1000.0,-1163.7
1737,11-2022,SBI_Liquid_Fund,3440.0997,-0.291,-1000.0,-1163.7
1738,12-2022,SBI_Liquid_Fund,3445.7012,-0.29,-1000.0,-1159.7
1739,12-2022,SBI_Liquid_Fund,3449.8215,-0.29,-1000.0,-1159.7
1740,12-2022,SBI_Liquid_Fund,3453.9429,-0.29,-1000.0,-1159.7
1741,12-2022,SBI_Liquid_Fund,3458.496,-0.289,-1000.0,-1155.71
1742,01-2023,SBI_Liquid_Fund,3466.4421,-0.288,-1000.0,-1151.71
1743,01-2023,SBI_Liquid_Fund,3470.8552,-0.288,-1000.0,-1151.71
1744,01-2023,SBI_Liquid_Fund,3474.5178,-0.288,-1000.0,-1151.71
1745,01-2023,SBI_Liquid_Fund,3478.5263,-0.287,-1000.0,-1147.71
1746,02-2023,SBI_Liquid_Fund,3484.0595,-0.287,-1000.0,-1147.71
1747,02-2023,SBI_Liquid_Fund,3488.3979,-0.287,-1000.0,-1147.71
1748,02-2023,SBI_Liquid_Fund,3492.8459,-0.286,-1000.0,-1143.71
1749,02-2023,SBI_Liquid_Fund,3496.9111,-0.286,-1000.0,-1143.71
1750,03-2023,SBI_Liquid_Fund,3501.0412,-0.286,-1000.0,-1143.71
1751,03-2023,SBI_Liquid_Fund,3505.4441,-0.285,-1000.0,-1139.71
1752,03-2023,SBI_Liquid_Fund,3510.8697,-0.285,-1000.0,-1139.71
1753,03-2023,SBI_Liquid_Fund,3516.9784,-0.284,-1000.0,-1135.71
1754,04-2023,SBI_Liquid_Fund,3526.2771,-0.284,-1000.0,-1135.71
1755,04-2023,SBI_Liquid_Fund,3531.0069,-0.283,-1000.0,-1131.71
1756,04-2023,SBI_Liquid_Fund,3535.7866,-0.283,-1000.0,-1131.71
1757,04-2023,SBI_Liquid_Fund,3539.7996,-0.248,-877.87,-991.75
1758,05-2021,SBI_Small_Cap_Fund,93.9225,10.647,999.95,2042.84
1759,05-2021,SBI_Small_Cap_Fund,96.8992,10.319,999.95,1979.91
1760,06-2021,SBI_Small_Cap_Fund,98.0796,10.195,999.95,1956.11
1761,06-2021,SBI_Small_Cap_Fund,99.0036,10.1,999.95,1937.89
1762,06-2021,SBI_Small_Cap_Fund,99.1338,10.087,999.95,1935.39
1763,06-2021,SBI_Small_Cap_Fund,99.71,10.029,999.95,1924.26
1764,07-2021,SBI_Small_Cap_Fund,101.8067,9.822,999.95,1884.55
1765,07-2021,SBI_Small_Cap_Fund,103.1664,9.693,999.95,1859.79
1766,07-2021,SBI_Small_Cap_Fund,104.9914,9.524,999.95,1827.37
1767,07-2021,SBI_Small_Cap_Fund,104.3972,9.578,999.95,1837.73
1768,08-2021,SBI_Small_Cap_Fund,106.3929,9.399,999.95,1803.39
1769,08-2021,SBI_Small_Cap_Fund,102.739,9.733,999.95,1867.47
1770,08-2021,SBI_Small_Cap_Fund,102.7792,9.729,999.95,1866.7
1771,08-2021,SBI_Small_Cap_Fund,101.0715,9.893,999.95,1898.17
1772,09-2021,SBI_Small_Cap_Fund,106.4916,9.39,999.95,1801.66
1773,09-2021,SBI_Small_Cap_Fund,108.1289,9.248,999.95,1774.41
1774,09-2021,SBI_Small_Cap_Fund,110.188,9.075,999.95,1741.22
1775,09-2021,SBI_Small_Cap_Fund,110.2011,9.074,999.95,1741.03
1776,10-2021,SBI_Small_Cap_Fund,112.8335,8.862,999.95,1700.35
1777,10-2021,SBI_Small_Cap_Fund,115.1336,8.685,999.95,1666.39
1778,10-2021,SBI_Small_Cap_Fund,113.4912,8.811,999.95,1690.57
1779,10-2021,SBI_Small_Cap_Fund,111.9962,8.928,999.95,1713.01
1780,11-2021,SBI_Small_Cap_Fund,115.5178,8.656,999.95,1660.83
1781,11-2021,SBI_Small_Cap_Fund,117.9077,8.481,999.95,1627.25
1782,11-2021,SBI_Small_Cap_Fund,118.6213,8.43,999.95,1617.46
1783,11-2021,SBI_Small_Cap_Fund,115.7625,8.638,999.95,1657.37
1784,12-2021,SBI_Small_Cap_Fund,115.1803,8.682,999.95,1665.81
1785,12-2021,SBI_Small_Cap_Fund,116.4189,8.589,999.95,1647.97
1786,12-2021,SBI_Small_Cap_Fund,115.5621,8.653,999.95,1660.25
1787,12-2021,SBI_Small_Cap_Fund,114.0603,8.767,999.95,1682.12
1788,01-2022,SBI_Small_Cap_Fund,117.9937,8.475,999.95,1626.1
1789,01-2022,SBI_Small_Cap_Fund,119.2122,8.388,999.95,1609.4
1790,01-2022,SBI_Small_Cap_Fund,120.3738,8.307,999.95,1593.86
1791,01-2022,SBI_Small_Cap_Fund,114.9265,8.701,999.95,1669.46
1792,02-2022,SBI_Small_Cap_Fund,118.2925,8.453,999.95,1621.88
1793,02-2022,SBI_Small_Cap_Fund,116.6628,8.571,999.95,1644.52
1794,02-2022,SBI_Small_Cap_Fund,113.4702,8.812,999.95,1690.76
1795,02-2022,SBI_Small_Cap_Fund,109.8892,9.1,999.95,1746.02
1796,03-2022,SBI_Small_Cap_Fund,109.9523,9.094,999.95,1744.86
1797,03-2022,SBI_Small_Cap_Fund,108.7536,9.195,999.95,1764.24
1798,03-2022,SBI_Small_Cap_Fund,111.4996,8.968,999.95,1720.69
1799,03-2022,SBI_Small_Cap_Fund,112.0594,8.923,999.95,1712.06
1800,04-2022,SBI_Small_Cap_Fund,117.6729,8.498,999.95,1630.51
1801,04-2022,SBI_Small_Cap_Fund,118.7434,8.421,999.95,1615.74
1802,04-2022,SBI_Small_Cap_Fund,116.0671,8.615,999.95,1652.96
1803,04-2022,SBI_Small_Cap_Fund,115.7364,8.64,999.95,1657.76
1804,05-2022,SBI_Small_Cap_Fund,113.5479,8.806,999.95,1689.61
1805,05-2022,SBI_Small_Cap_Fund,109.6278,9.121,999.95,1750.05
1806,05-2022,SBI_Small_Cap_Fund,110.4242,9.056,999.95,1737.57
1807,05-2022,SBI_Small_Cap_Fund,110.3592,9.061,999.95,1738.53
1808,06-2022,SBI_Small_Cap_Fund,113.0447,8.846,999.95,1697.28
1809,06-2022,SBI_Small_Cap_Fund,110.773,9.027,999.95,1732.01
1810,06-2022,SBI_Small_Cap_Fund,105.836,9.448,999.95,1812.79
1811,06-2022,SBI_Small_Cap_Fund,105.5826,9.471,999.95,1817.2
1812,07-2022,SBI_Small_Cap_Fund,108.086,9.251,999.95,1774.99
1813,07-2022,SBI_Small_Cap_Fund,111.3735,8.978,999.95,1722.61
1814,07-2022,SBI_Small_Cap_Fund,111.9322,8.934,999.95,1714.17
1815,07-2022,SBI_Small_Cap_Fund,114.3251,8.747,999.95,1678.29
1816,08-2022,SBI_Small_Cap_Fund,119.6709,8.356,999.95,1603.26
1817,08-2022,SBI_Small_Cap_Fund,121.7895,8.21,999.95,1575.25
1818,08-2022,SBI_Small_Cap_Fund,123.1031,8.123,999.95,1558.56
1819,08-2022,SBI_Small_Cap_Fund,122.1378,8.187,999.95,1570.84
1820,09-2022,SBI_Small_Cap_Fund,126.1091,7.929,999.95,1521.34
1821,09-2022,SBI_Small_Cap_Fund,130.1662,7.682,999.95,1473.94
1822,09-2022,SBI_Small_Cap_Fund,128.0029,7.812,999.95,1498.89
1823,09-2022,SBI_Small_Cap_Fund,126.9671,7.876,999.95,1511.17
1824,10-2022,SBI_Small_Cap_Fund,128.2436,7.797,999.95,1496.01
1825,10-2022,SBI_Small_Cap_Fund,127.5503,7.84,999.95,1504.26
1826,10-2022,SBI_Small_Cap_Fund,128.0846,7.807,999.95,1497.93
1827,10-2022,SBI_Small_Cap_Fund,128.5742,7.777,999.95,1492.17
1828,11-2022,SBI_Small_Cap_Fund,128.4568,7.784,999.95,1493.52
1829,11-2022,SBI_Small_Cap_Fund,127.722,7.829,999.95,1502.15
1830,11-2022,SBI_Small_Cap_Fund,128.1135,7.805,999.95,1497.54
1831,11-2022,SBI_Small_Cap_Fund,127.7493,7.827,999.95,1501.77
1832,12-2022,SBI_Small_Cap_Fund,130.6855,7.652,999.95,1468.19
1833,12-2022,SBI_Small_Cap_Fund,130.5903,7.657,999.95,1469.15
1834,12-2022,SBI_Small_Cap_Fund,129.8891,7.698,999.95,1477.01
1835,12-2022,SBI_Small_Cap_Fund,122.5751,8.158,999.95,1565.27
1836,01-2023,SBI_Small_Cap_Fund,127.7046,7.83,999.95,1502.34
1837,01-2023,SBI_Small_Cap_Fund,125.8004,7.949,999.95,1525.17
1838,01-2023,SBI_Small_Cap_Fund,125.8074,7.948,999.95,1524.98
1839,01-2023,SBI_Small_Cap_Fund,124.1328,8.055,999.95,1545.51
1840,02-2023,SBI_Small_Cap_Fund,124.0083,8.064,999.95,1547.24
1841,02-2023,SBI_Small_Cap_Fund,124.7379,8.016,999.95,1538.03
1842,02-2023,SBI_Small_Cap_Fund,124.9714,8.001,999.95,1535.15
1843,02-2023,SBI_Small_Cap_Fund,123.0513,8.126,999.95,1559.13
1844,03-2023,SBI_Small_Cap_Fund,123.3993,8.103,999.95,1554.72
1845,03-2023,SBI_Small_Cap_Fund,124.5502,8.028,999.95,1540.33
1846,03-2023,SBI_Small_Cap_Fund,120.9417,8.268,999.95,1586.38
1847,03-2023,SBI_Small_Cap_Fund,120.2745,8.314,999.95,1595.21
1848,04-2023,SBI_Small_Cap_Fund,122.6212,8.155,999.95,1564.7
1849,04-2023,SBI_Small_Cap_Fund,123.2215,8.115,999.95,1557.02
1850,04-2023,SBI_Small_Cap_Fund,124.3244,8.043,999.95,1543.21
1851,04-2023,SBI_Small_Cap_Fund,125.3949,7.0,877.83,1343.09
1852,05-2017,Aditya_Birla_Sun_Life_Frontline_Equity,205.32,7.306,1500.0,3948.97
1853,05-2017,Aditya_Birla_Sun_Life_Frontline_Equity,208.26,7.203,1500.0,3893.29
1854,05-2017,Aditya_Birla_Sun_Life_Frontline_Equity,204.7,7.328,1500.0,3960.86
1855,05-2017,Aditya_Birla_Sun_Life_Frontline_Equity,203.27,24.598,5000.0,13295.46
